source_region_id,source_region_name,hemisphere,biological_base_name,normalized_name_en,normalized_name_zh,zh_status,unresolved_descriptors
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VLP_THALAMUS_VENTRAL_LATERAL_POSTERIOR_NUCLEUS_RIGHT,"VLP (Thalamus, ventral lateral posterior Nucleus) right",right,"VLP (Thalamus, ventral lateral posterior Nucleus)","VLP (Thalamus, ventral lateral posterior Nucleus) right",右侧VLP（丘脑，腹外侧后核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VLP_THALAMUS_VENTRAL_LATERAL_POSTERIOR_NUCLEUS_LEFT,"VLP (Thalamus, ventral lateral posterior Nucleus) left",left,"VLP (Thalamus, ventral lateral posterior Nucleus)","VLP (Thalamus, ventral lateral posterior Nucleus) left",左侧VLP（丘脑，腹外侧后核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VIM_THALAMUS_VENTRAL_INTERMEDIATE_NUCLEUS_RIGHT,"VIM (Thalamus, ventral intermediate Nucleus) right",right,"VIM (Thalamus, ventral intermediate Nucleus)","VIM (Thalamus, ventral intermediate Nucleus) right",右侧VIM（丘脑，腹中间核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VIM_THALAMUS_VENTRAL_INTERMEDIATE_NUCLEUS_LEFT,"VIM (Thalamus, ventral intermediate Nucleus) left",left,"VIM (Thalamus, ventral intermediate Nucleus)","VIM (Thalamus, ventral intermediate Nucleus) left",左侧VIM（丘脑，腹中间核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VM_THALAMUS_VENTRAL_MEDIAL_NUCLEUS_RIGHT,"VM (Thalamus, ventral medial Nucleus) right",right,"VM (Thalamus, ventral medial Nucleus)","VM (Thalamus, ventral medial Nucleus) right",右侧VM（丘脑，腹内侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VM_THALAMUS_VENTRAL_MEDIAL_NUCLEUS_LEFT,"VM (Thalamus, ventral medial Nucleus) left",left,"VM (Thalamus, ventral medial Nucleus)","VM (Thalamus, ventral medial Nucleus) left",左侧VM（丘脑，腹内侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VA_THALAMUS_VENTRAL_ANTERIOR_NUCLEUS_VENTRAL_RIGHT,"VA (Thalamus, ventral anterior Nucleus (ventral)) right",right,"VA (Thalamus, ventral anterior Nucleus (ventral))","VA (Thalamus, ventral anterior Nucleus (ventral)) right",右侧VA（丘脑，腹前核（腹侧部））,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VA_THALAMUS_VENTRAL_ANTERIOR_NUCLEUS_VENTRAL_LEFT,"VA (Thalamus, ventral anterior Nucleus (ventral)) left",left,"VA (Thalamus, ventral anterior Nucleus (ventral))","VA (Thalamus, ventral anterior Nucleus (ventral)) left",左侧VA（丘脑，腹前核（腹侧部））,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VLA_THALAMUS_VENTRAL_LATERAL_ANTERIOR_NUCLEUS_RIGHT,"VLA (Thalamus, ventral lateral anterior Nucleus) right",right,"VLA (Thalamus, ventral lateral anterior Nucleus)","VLA (Thalamus, ventral lateral anterior Nucleus) right",右侧VLA（丘脑，腹外侧前核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VLA_THALAMUS_VENTRAL_LATERAL_ANTERIOR_NUCLEUS_LEFT,"VLA (Thalamus, ventral lateral anterior Nucleus) left",left,"VLA (Thalamus, ventral lateral anterior Nucleus)","VLA (Thalamus, ventral lateral anterior Nucleus) left",左侧VLA（丘脑，腹外侧前核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VAMC_THALAMUS_VENTRAL_ANTERIOR_NUCLEUS_MAGNOCELLULAR_PART_RIGHT,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part) right",right,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part)","VAmc (Thalamus, ventral anterior Nucleus, magnocellular part) right",右侧VAmc（丘脑，腹前核，大细胞部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VAMC_THALAMUS_VENTRAL_ANTERIOR_NUCLEUS_MAGNOCELLULAR_PART_LEFT,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part) left",left,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part)","VAmc (Thalamus, ventral anterior Nucleus, magnocellular part) left",左侧VAmc（丘脑，腹前核，大细胞部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VPM_THALAMUS_VENTRAL_POSTERIOR_MEDIAL_NUCLEUS_RIGHT,"VPM (Thalamus, ventral posterior medial Nucleus) right",right,"VPM (Thalamus, ventral posterior medial Nucleus)","VPM (Thalamus, ventral posterior medial Nucleus) right",右侧VPM（丘脑，腹后内侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VPM_THALAMUS_VENTRAL_POSTERIOR_MEDIAL_NUCLEUS_LEFT,"VPM (Thalamus, ventral posterior medial Nucleus) left",left,"VPM (Thalamus, ventral posterior medial Nucleus)","VPM (Thalamus, ventral posterior medial Nucleus) left",左侧VPM（丘脑，腹后内侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SPF_THALAMUS_SUBPARAFASCICULAR_NUCLEUS_RIGHT,"sPf (Thalamus, subparafascicular Nucleus) right",right,"sPf (Thalamus, subparafascicular Nucleus)","sPf (Thalamus, subparafascicular Nucleus) right",右侧sPf（丘脑，束旁下核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SPF_THALAMUS_SUBPARAFASCICULAR_NUCLEUS_LEFT,"sPf (Thalamus, subparafascicular Nucleus) left",left,"sPf (Thalamus, subparafascicular Nucleus)","sPf (Thalamus, subparafascicular Nucleus) left",左侧sPf（丘脑，束旁下核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PF_THALAMUS_PARAFASCICULAR_NUCLEUS_RIGHT,"Pf (Thalamus, parafascicular Nucleus) right",right,"Pf (Thalamus, parafascicular Nucleus)","Pf (Thalamus, parafascicular Nucleus) right",右侧Pf（丘脑，束旁核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PF_THALAMUS_PARAFASCICULAR_NUCLEUS_LEFT,"Pf (Thalamus, parafascicular Nucleus) left",left,"Pf (Thalamus, parafascicular Nucleus)","Pf (Thalamus, parafascicular Nucleus) left",左侧Pf（丘脑，束旁核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_THALAMUS_CENTROMEDIAN_NUCLEUS_RIGHT,"CM (Thalamus, centromedian Nucleus) right",right,"CM (Thalamus, centromedian Nucleus)","CM (Thalamus, centromedian Nucleus) right",右侧CM（丘脑，中央中核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CM_THALAMUS_CENTROMEDIAN_NUCLEUS_LEFT,"CM (Thalamus, centromedian Nucleus) left",left,"CM (Thalamus, centromedian Nucleus)","CM (Thalamus, centromedian Nucleus) left",左侧CM（丘脑，中央中核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CL_THALAMUS_ANTERIOR_INTRALAMINAR_NUCLEI_RIGHT,"CL (Thalamus, anterior intralaminar nuclei) right",right,"CL (Thalamus, anterior intralaminar nuclei)","CL (Thalamus, anterior intralaminar nuclei) right",右侧CL（丘脑，前部板内核群）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CL_THALAMUS_ANTERIOR_INTRALAMINAR_NUCLEI_LEFT,"CL (Thalamus, anterior intralaminar nuclei) left",left,"CL (Thalamus, anterior intralaminar nuclei)","CL (Thalamus, anterior intralaminar nuclei) left",左侧CL（丘脑，前部板内核群）,resolved,
